id,feature_type,DEPOSIT_NAME,longitude,latitude,geometry_name,geometry_type,STATE,OPERATING_STATUS,COMMODITY_NAMES,ENO,SYNONYMS,LONG_GDA94,LAT_GDA94,ACCURACY_M,COMMODITY_CODES,COMPANIES,COMPANY_WEBSITES,PROVINCES,GEOLOGIC_AGE,DEPOSIT_MODEL,LINKED_FILES
MineralDeposits.336118,Feature,Ant Hill,120.5963,-22.0896,DEPOSIT_LOCATION,Point,WA,mineral deposit,Manganese,336118,"SRDC, Sunday Hill",120.5963,-22.0896,100.0,Mn,Resource Development Group,https://resdevgroup.com.au,Hamersley Basin,Cenozoic,,N
MineralDeposits.336121,Feature,Sunny Corner,149.8903,-33.2894,DEPOSIT_LOCATION,Point,NSW,historic mine,"Zinc, Lead, Gold, Silver, Copper",336121,,149.8903,-33.2894,2000.0,"Zn, Pb, Au, Ag, Cu",Argent Minerals Limited,http://www.argentminerals.com.au/,"Lachlan Orogen, Lachlan Orogen, Woodlawn Base Metal Metallogenic Province, Hill End Trough",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Felsic-siliciclastic VMS",N
MineralDeposits.336125,Feature,Togara North,148.6124,-23.8999,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Coal - black,336125,,148.6124,-23.8999,2000.0,Cbl,Glencore Plc,http://www.glencore.com/,Bowen Basin,,,N
MineralDeposits.336126,Feature,Saraji South,148.4294,-22.6158,DEPOSIT_LOCATION,Point,QLD,care and maintenance,Coal - black,336126,Norwich Park,148.4294,-22.6158,50.0,Cbl,"BHP Group Limited, Mitsubishi Corporation, Mitsubishi Corp","http://www.mitsubishicorp.com/jp/en/index.html, https://www.bhp.com/, http://www.mitsubishicorp.com/au/en/",Bowen Basin,,,N
MineralDeposits.336127,Feature,Middleback Ranges,137.156,-32.998,DEPOSIT_LOCATION,Point,SA,operating mine,"Iron ore, (Iron)",336127,"Iron Baron, Iron Duchess, Iron Duke, Iron Knight, Iron Magnet, includes Iron Knob",137.156,-32.998,25.0,"FeOre, (Fe)","OneSteel Ltd, SIMEC Mining","http://www.onesteel.com, http://www.simec.com/","Gawler Craton, Cleve Domain",Proterozoic,"Environment: Basin chemical, Group: Iron formation, Type: Superior-type banded iron formation",N
MineralDeposits.336128,Feature,Dolphin Project,144.06,-40.0519,DEPOSIT_LOCATION,Point,TAS,operating mine,"Tungsten trioxide (wolframite), Tungsten, Molybdenum",336128,King Island,144.06,-40.0519,100.0,"WO3, W, Mo",Group 6 Metals Ltd,https://g6m.com.au/investors/asx-announcements/,Rocky Cape Block,,,N
MineralDeposits.336131,Feature,Barbara,139.8529,-20.4191,DEPOSIT_LOCATION,Point,QLD,care and maintenance,"Copper, (Cobalt, Gold, Silver)",336131,Mt Remarkable,139.8529,-20.4191,100.0,"Cu, (Co, Au, Ag)","Aeris Resources Limited, Syndicated Metals Limited",http://www.syndicatedmetals.com.au/,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,,N
MineralDeposits.336138,Feature,Bullabulling,120.9002,-31.0212,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,336138,Bullabulling Project,120.9002,-31.0212,500.0,Au,"Zijin Mining Group Company Ltd, Auzex Resources Limited, Bullabulling Gold Limited, Norton Gold Fields Limited","http://www.zjky.cn, http://www.auzex.com/, http://www.bullabullinggold.com/, http://www.nortongoldfields.com.au/","Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Hypozonal orogenic gold",N
MineralDeposits.336140,Feature,Quarters,121.2335,-30.5282,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,336140,Mount Pleasant Project,121.2335,-30.5282,500.0,Au,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/","Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.336141,Feature,Genesis – New Holland,120.4978,-27.9848,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,336141,"GNH, Lawlers Project",120.4978,-27.9848,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,"Yilgarn Craton, Eastern Goldfields Province",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.336142,Feature,Deflector,116.3796,-28.6691,DEPOSIT_LOCATION,Point,WA,operating mine,"Gold, Copper, Silver",336142,Gullewa Project,116.3796,-28.6691,500.0,"Au, Cu, Ag",Vault Minerals,vaultminerals.com,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Province, Murchison Domain (Youanmi Terrane), Murchison Domain",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",Y
MineralDeposits.336143,Feature,"Murray Basin - Iluka (Douglas, Kulwin etc)",141.7792,-37.103,DEPOSIT_LOCATION,Point,VIC,mineral deposit,"Zircon, Rutile, Ilmenite, (Mineral sands)",336143,includes Rownack,141.7792,-37.103,1000.0,"Zrn, Rt, Ilm, (Mnsd)",Iluka Resources Limited,http://www.iluka.com,Murray Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands",N
MineralDeposits.336146,Feature,Mount Jackson,119.2494,-30.2571,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Iron ore, (Iron)",336146,"J1, J2, J3",119.2494,-30.2571,999.0,"FeOre, (Fe)",Cliffs Natural Resources,http://www.cliffsnaturalresources.com,Yilgarn Craton,,,N
MineralDeposits.336149,Feature,Maroochydore,122.218,-22.2293,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Cobalt, Copper",336149,Broadhurst,122.218,-22.2293,999.0,"Co, Cu",Cyprium Metals Ltd,https://cypriummetals.com/,,Proterozoic,,N
MineralDeposits.336150,Feature,Glendell,151.0776,-32.4512,DEPOSIT_LOCATION,Point,NSW,operating mine,Coal - black,336150,,151.0776,-32.4512,999.0,Cbl,Glencore Plc,http://www.glencore.com/,Sydney Basin,,,N
MineralDeposits.336154,Feature,Fireball,119.7987,-32.7019,DEPOSIT_LOCATION,Point,WA,mineral deposit,Nickel,336154,,119.7987,-32.7019,999.0,Ni,Western Areas Limited,http://www.westernareas.com.au/,Yilgarn Craton,,,N
MineralDeposits.336157,Feature,Ben Hur (1-2-3) - Binduli,121.4075,-30.8467,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,336157,Binduli Project,121.4075,-30.8467,500.0,Au,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.336158,Feature,Bream,119.5134,-25.3344,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,336158,Plutonic Project,119.5134,-25.3344,500.0,Au,"Northern Star Resources Limited, Barrick Gold Corporation","http://www.nsrltd.com/, http://www.barrick.com/",Yilgarn Craton,,,N
MineralDeposits.336159,Feature,Liskeard,148.4919,-23.082,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Coal - black,336159,,148.4919,-23.082,999.0,Cbl,Sojitz Corporation,http://www.sojitz.com/en,Bowen Basin,,,N
MineralDeposits.336160,Feature,Corboys Find TC 7,120.9664,-27.0778,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,336160,Bronzewing Gold Project,120.9664,-27.0778,999.0,Au,Navigator Resources Limited,http://www.navigatorresources.com.au,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown",N
MineralDeposits.514605,Feature,Karari,122.3595,-30.1595,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,514605,Carosue Dam Project,122.3595,-30.1595,500.0,Au,Northern Star Resources Limited,http://www.nsrltd.com/,Yilgarn Craton,Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.514609,Feature,Newstan Lochiel,151.5636,-33.0302,DEPOSIT_LOCATION,Point,NSW,care and maintenance,Coal - black,514609,Awaba East,151.5636,-33.0302,999.0,Cbl,"Banpu Public Company Limited, Centennial Coal Co Ltd","http://www.banpu.com/en_index.php, http://www.centennialcoal.com.au",Sydney Basin,,,N
MineralDeposits.514729,Feature,Juandah,149.803,-26.237,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Coal - black,514729,Underground Coal Gasification,149.803,-26.237,999.0,Cbl,MetroCoal Ltd,http://metrocoal.com.au,Surat Basin,,,N
MineralDeposits.514731,Feature,Carmichael,146.322,-22.018,DEPOSIT_LOCATION,Point,QLD,operating mine,Coal - black,514731,Galilee (Linc Energy),146.322,-22.018,999.0,Cbl,"Adani Enterprises Limited, Bravus Mining and Resources","http://www.adani.com/, https://www.bravus.com.au/",Galilee Basin,,,N
MineralDeposits.515168,Feature,Red Lake (Melita),121.3732,-29.2087,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,515168,North Kookynie Project,121.3732,-29.2087,500.0,Au,Nex Metals Explorations Limited,http://www.nexmetals.com/,Yilgarn Craton,Archean,,N
MineralDeposits.515170,Feature,Orient Well Group,121.4411,-29.2125,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,515170,North Kookynie Project,121.4411,-29.2125,500.0,Au,Genesis Minerals Ltd,http://www.genesisminerals.com.au,Yilgarn Craton,Archean,,N
MineralDeposits.515172,Feature,Danluce,121.3721,-29.2022,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,515172,North Kookynie Project,121.3721,-29.2022,500.0,Au,Nex Metals Explorations Limited,http://www.nexmetals.com/,Yilgarn Craton,Archean,,N
MineralDeposits.515183,Feature,Puzzle Group,121.532,-29.3131,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,515183,South Kookynie Project,121.532,-29.3131,500.0,Au,Genesis Minerals Ltd,http://www.genesisminerals.com.au,Yilgarn Craton,Archean,,N
MineralDeposits.515185,Feature,King,121.3779,-29.201,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,515185,North Kookynie Project,121.3779,-29.201,500.0,Au,Nex Metals Explorations Limited,http://www.nexmetals.com/,Yilgarn Craton,Archean,,N
MineralDeposits.515197,Feature,Irvine Island (Pluton Resources),123.5502,-16.0869,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Iron ore, (Iron)",515197,,123.5502,-16.0869,999.0,"FeOre, (Fe)",Pluton Resources,http://www.plutonresources.com,Kimberley Basin,,,N
MineralDeposits.515198,Feature,Twin Peaks,122.2945,-30.0557,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,515198,Carosue Dam Project,122.2945,-30.0557,500.0,Au,Saracen Mineral Holdings Limited,http://www.saracen.com.au/,Yilgarn Craton,Archean,"Environment: Magmatic hydrothermal, Group: Intrusion-related, Type: Reduced intrusion-related gold",N
MineralDeposits.515249,Feature,Cookes Creek - Big Hill,120.4627,-21.6558,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Tungsten, Tungsten trioxide (wolframite)",515249,,120.4627,-21.6558,,"W, WO3",Tungsten Mining NL,https://www.tungstenmining.com/en/home/,Pilbara Craton,,,N
MineralDeposits.515255,Feature,Wallbrook,122.3103,-29.8581,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,515255,Porphyry Project,122.3103,-29.8581,500.0,Au,Saracen Mineral Holdings Limited,http://www.saracen.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.515257,Feature,Mexico,122.5504,-29.5507,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,515257,Safari Bore Project,122.5504,-29.5507,500.0,Au,Saracen Mineral Holdings Limited,http://www.saracen.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.515481,Feature,Halleys East,119.0954,-29.4755,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,515481,Barlee Gold Project,119.0954,-29.4755,500.0,Au,Beacon Minerals Limited,http://www.beaconminerals.com/,Yilgarn Craton,Archean,,Y
MineralDeposits.515724,Feature,Bentley,121.17,-28.4839,DEPOSIT_LOCATION,Point,WA,care and maintenance,"Zinc, Copper, Silver, (Gold, Lead)",515724,"Jaguar Operation, Teutonic Bore group",121.17,-28.4839,500.0,"Zn, Cu, Ag, (Au, Pb)",Independence Group NL,http://www.igo.com.au/IRM/content/home.html,Yilgarn Craton,Archean,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal-mafic VMS",N
MineralDeposits.515728,Feature,Dulcie,119.6002,-31.7662,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,515728,Parker Range Project,119.6002,-31.7662,500.0,Au,Zenith Minerals Limited,http://www.zenithminerals.com.au/,Yilgarn Craton,Cenozoic,,N
MineralDeposits.516405,Feature,Red Dam,121.0319,-30.5411,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,516405,Broads Dam Project,121.0319,-30.5411,500.0,Au,Evolution Mining Limited,http://www.evolutionmining.com.au/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown",N
MineralDeposits.516415,Feature,Waldon,121.5995,-30.5891,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,516415,Paddington Project,121.5995,-30.5891,500.0,Au,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.516417,Feature,Green Gum,121.233,-30.5312,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,516417,Mount Pleasant Project,121.233,-30.5312,500.0,Au,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.516422,Feature,Rose West - Violet,121.2606,-30.5367,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,516422,Mount Pleasant Project,121.2606,-30.5367,500.0,Au,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,,,N
MineralDeposits.516424,Feature,Golden Flag,121.2814,-30.5475,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,516424,Mount Pleasant Project,121.2814,-30.5475,500.0,Au,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.516427,Feature,Crow,120.4195,-21.8102,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,516427,Nullagine Gold Project,120.4195,-21.8102,500.0,Au,Millennium Minerals Limited,http://www.millenniumminerals.com.au/,Pilbara Craton,Archean,,N
MineralDeposits.516429,Feature,Golden Gate - G reef,120.4157,-21.8071,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,516429,Nullagine Gold Project,120.4157,-21.8071,500.0,Au,Millennium Minerals Limited,http://www.millenniumminerals.com.au/,Pilbara Craton,Archean,,N
MineralDeposits.516436,Feature,Evelyn (Liberty-Indee),117.8472,-21.0964,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Copper, Zinc, Gold, (Silver, Lead)",516436,Liberty-Indee,117.8472,-21.0964,,"Cu, Zn, Au, (Ag, Pb)",Venturex Resources Limited,http://www.venturexresources.com,Pilbara Craton,,,N
MineralDeposits.517124,Feature,Mount Marion (Ghost Crab),121.432,-31.0809,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,517124,South Kalgoorlie Operations,121.432,-31.0809,500.0,Au,"Alacer Gold Corporation, Metals X Limited, Westgold Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.westgold.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.517126,Feature,Shirl,121.2597,-30.9695,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,517126,South Kalgoorlie Operations,121.2597,-30.9695,500.0,Au,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,,N
MineralDeposits.517129,Feature,Inclined Shaft - Lancashire Lass,121.6054,-31.1057,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,517129,South Kalgoorlie Operations,121.6054,-31.1057,500.0,Au,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,,N
MineralDeposits.517131,Feature,HBJ (Hampton-Boulder-Jubilee),121.6031,-31.0276,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,517131,South Kalgoorlie Operations,121.6031,-31.0276,500.0,Au,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,,N
MineralDeposits.569902,Feature,Mars,121.7238,-31.2753,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569902,St Ives Project,121.7238,-31.2753,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.569904,Feature,Neptune,121.7484,-31.301,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,569904,St Ives Project,121.7484,-31.301,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.569907,Feature,Paddys - St Ives,121.7756,-31.3302,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569907,St Ives Project,121.7756,-31.3302,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.569909,Feature,Pistol Club,121.6676,-31.2231,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,569909,St Ives Project,121.6676,-31.2231,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.569911,Feature,Redback,121.7392,-31.3076,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,569911,St Ives Project,121.7392,-31.3076,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.569913,Feature,Swiftsure,121.7228,-31.2645,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569913,St Ives Project,121.7228,-31.2645,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown",N
MineralDeposits.569915,Feature,Temeraire,121.6907,-31.2233,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569915,St Ives Project,121.6907,-31.2233,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.569917,Feature,Thunderer,121.7611,-31.3057,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569917,St Ives Project,121.7611,-31.3057,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown",N
MineralDeposits.569918,Feature,East Repulse,121.7785,-31.3316,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569918,St Ives Project,121.7785,-31.3316,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.569925,Feature,Junction - Nullagine,120.31,-21.8651,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569925,Camel Creek Joint Venture,120.31,-21.8651,500.0,Au,"Millennium Minerals Limited, Northwest Resources Limited","http://www.millenniumminerals.com.au/, http://www.nw-resources.com.au/",Pilbara Craton,Archean,,N
MineralDeposits.569929,Feature,North Scotia,121.7764,-32.4294,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569929,Mt Henry Gold Project,121.7764,-32.4294,500.0,Au,Royal Nickel Corp,http://www.rncminerals.com,Yilgarn Craton,Archean,,N
MineralDeposits.569934,Feature,South Kalgoorlie Operations,121.6148,-31.0385,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,569934,South Kalgoorlie Operations,121.6148,-31.0385,999.0,Au,"Northern Star Resources Limited, Horizon Minerals Ltd., Southern Gold Limited","http://www.nsrltd.com/, http://www.southerngold.com.au/, https://horizonminerals.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.569941,Feature,Juturna,116.514,-31.8331,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, Alumina",569941,North Darling Range Project,116.514,-31.8331,5000.0,"Bx, Al2O3","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569943,Feature,Minerva,116.4354,-31.6744,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, Alumina",569943,North Darling Range Project,116.4354,-31.6744,1000.0,"Bx, Al2O3","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569945,Feature,Rusina,116.0888,-30.8328,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, Alumina",569945,North Darling Range Project,116.0888,-30.8328,5000.0,"Bx, Al2O3","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569947,Feature,Vallonia,116.1411,-31.7011,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, Alumina",569947,"Avon, North Darling Range Project",116.1411,-31.7011,5000.0,"Bx, Al2O3","Bauxite Resources Limited, State of Western Australia",http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569952,Feature,Felicitas,116.3448,-31.6329,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, (Alumina)",569952,North Darling Range Project,116.3448,-31.6329,1000.0,"Bx, (Al2O3)","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569954,Feature,Cardea 3,116.3713,-31.4511,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, (Alumina, Silica)",569954,North Darling Range Project,116.3713,-31.4511,5000.0,"Bx, (Al2O3, Sic)",Bauxite Resources Limited,http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569956,Feature,Cardea 1 and 2,116.2855,-31.5461,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, Alumina",569956,North Darling Range Project,116.2855,-31.5461,5000.0,"Bx, Al2O3","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569958,Feature,Fortuna,116.3884,-31.6907,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, (Alumina)",569958,North Darling Range Project,116.3884,-31.6907,1000.0,"Bx, (Al2O3)",Bauxite Resources Limited,http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569960,Feature,Cronus,116.5631,-33.8742,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, Alumina",569960,,116.5631,-33.8742,10000.0,"Bx, Al2O3","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,,N
MineralDeposits.569981,Feature,Penfold,121.4306,-31.0059,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569981,"Penfolds, South Kalgoorlie Operations",121.4306,-31.0059,500.0,Au,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,,N
MineralDeposits.569982,Feature,SBS 28 (Group),121.2546,-30.9649,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569982,South Kalgoorlie Operations,121.2546,-30.9649,999.0,Au,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,,N
MineralDeposits.569984,Feature,Hamersley Iron (Rio  Tinto),117.2204,-22.5983,DEPOSIT_LOCATION,Point,WA,operating mine,"Iron ore, (Iron)",569984,,117.2204,-22.5983,0.0,"FeOre, (Fe)",Rio Tinto Limited,http://www.riotinto.com.au/,Hamersley Basin,,,N
MineralDeposits.569987,Feature,Pearl Creek (EPC 862),149.5001,-23.7333,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Coal - black,569987,Dingo West,149.5001,-23.7333,1000.0,Cbl,"Bunji Corporation Ltd, Whitehaven Coal Limited",http://www.whitehavennews.com.au/,Bowen Basin,,,N
MineralDeposits.569998,Feature,1600N/Shocker,117.6442,-27.3356,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,569998,Big Bell Project,117.6442,-27.3356,500.0,Au,Westgold Resources Limited,http://www.westgold.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.570002,Feature,Big Bell South,117.6477,-27.3303,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,570002,Big Bell Project,117.6477,-27.3303,500.0,Au,"Westgold Resources Limited, Metals X Limited","http://www.westgold.com.au/, http://www.metalsx.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.570006,Feature,Jim's Find,117.8044,-27.3306,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,570006,Cuddingwarra Project,117.8044,-27.3306,500.0,Au,"Metals X Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.westgold.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.570007,Feature,City of Sydney,117.7989,-27.3568,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,570007,Cuddingwarra Project,117.7989,-27.3568,500.0,Au,Metals X Limited,http://www.metalsx.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.570009,Feature,Lady Rosie,117.801,-27.3942,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,570009,Cuddingwarra Project,117.801,-27.3942,500.0,Au,"Metals X Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.westgold.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.570021,Feature,Flushing Meadows,120.7819,-26.8406,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,570021,Iron Stone Well Project,120.7819,-26.8406,500.0,Au,Yandal Resources Limited,https://www.yandalresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.570029,Feature,McLaren West Eucla,123.1998,-32.1852,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Ilmenite, (Rutile, Zircon, Leucoxene)",570029,,123.1998,-32.1852,200.0,"Ilm, (Rt, Zrn, Leu)",McLaren Minerals Ltd,https://allupsilica.com/,,,,N
MineralDeposits.334405,Feature,Crookwell,149.4845,-34.462,DEPOSIT_LOCATION,Point,NSW,mineral deposit,"Iron, Magnetite",334405,,149.4845,-34.462,999.0,"Fe, Mag",,,Lachlan Orogen,,,N
MineralDeposits.333888,Feature,Daylesford Goldfield,144.15,-37.347,DEPOSIT_LOCATION,Point,VIC,historic mine,Gold,333888,,144.15,-37.347,2000.0,Au,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Zone",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.335977,Feature,Ropewalk,143.6871,-18.6764,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Gold,335977,,143.6871,-18.6764,999.0,Au,,,,,,N
MineralDeposits.528386,Feature,Shanghai,143.3794,-19.7079,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Gold,528386,,143.3794,-19.7079,999.0,Au,,,,,,N
