Ticker,LONG_COMP_NAME,CIE_DES_BULK
000975 CH Equity,Shanjin International Gold Co Ltd,"Shanjin International Gold Co.,Ltd. operates non-ferrous metal mining anddistributing businesses. The Company mines, processes, and sells gold, tiningot, silver, lead and zinc concentrate, and other non-ferrous metal products.Shanjin International Gold markets its products in China."
ABX AU Equity,ABx Group Ltd,ABx Group Ltd operates as an exploration and production company. The Companyproduces and explores rare earth elements such as aluminium fluoride. ABx Groupserves customers worldwide.
002114 CH Equity,Yunnan Luoping Zinc & Electricity Co Ltd,"Yunnan Luoping Zinc & Electricity Co., Ltd. mines, extracts, and refines leadand zinc products. The company also generates, transmits, and distributeselectricity."
SEML IN Equity,Sarda Energy & Minerals Ltd,
AX8 AU Equity,Accelerate Resources Ltd,"Accelerate Resources Limited operates as a mining company. The Company offerscobalt, copper, nickel, and gold exploration and mining services. AccelerateResources develops its projects in Australia."
688355 CH Equity,Suzhou Mingzhi Technology Co Ltd,
8349 TT Equity,QST International Corp,
ADC AU Equity,ACDC Metals Ltd,ACDC Metals Ltd provides exploration and mining services. The Company exploresand develops heavy mineral sands products and rare earth elements. ACDC Metalsserves customers worldwide.
GROUPFIV AB Equity,Group Five Pipe Saudi Ltd,
QAMC QD Equity,Qatar Aluminum Manufacturing Co,
LUCA CN Equity,Luca Mining Corp,
486 HK Equity,United Co RUSAL International PJSC,
5563 JP Equity,Nippon Denko Co Ltd,"Nippon Denko Co., Ltd. produces ferroalloy, silicon metals, and industrialchemicals.  The Company imports ferrochromium from a joint venture in SouthAfrica.  Nippon Denko is a member of the Nippon Steel Group."
601969 CH Equity,Hainan Mining Co Ltd,"Hainan Mining Co.,Ltd. provides iron ore mining services. The Company producesiron ore including lump ore, fine ore, and iron fines. Hainan Mining offersproducts for steel industry."
ADD AU Equity,Adavale Resources Ltd,Adavale Resources Limited explores and mines metals. The Company develops andprocesses uranium properties in Australia.
CAPD LN Equity,Capital Ltd,
000603 CH Equity,Shengda Resources Co Ltd,"Shengda Resources Co.,ltd. mines and distributes mineral products. TheCompany produces lead powder, zinc powder, silver ingots, gold, and otherproducts. Shengda Resources also provides semiconductor materials, displaymaterials, electronic materials, and other products."
BRVO CN Equity,Bravo Mining Corp,
MNG MC Equity,Managem SA,
104700 KS Equity,KISCO Corp,
600361 CH Equity,Innovation New Material Technology Co Ltd,"Innovation New Material Technology Co., Ltd. operates supermarkets anddepartment stores. The Company sells groceries, knitting products, medicalinstruments, hardware, chemical materials, food, beverages, constructionmaterials, arts and crafts, jewelry, furniture, computers, and more. InnovationNew Material Technology will change industry to aluminum ingot hedging business."
INVERC CI Equity,Invercap SA,
AIS AU Equity,Aeris Resources Ltd,"Aeris Resources Limited is a mining and exploration company. The Companyexplores, develops, mines, and produces copper. Aeris Resources conducts itsbusiness operations in Australia."
ARI SJ Equity,African Rainbow Minerals Ltd,
A1G AU Equity,African Gold Ltd,African Gold Ltd. produces and distributes packaged food products. The Companysupplies a range of flavored biltong. African Gold serves customers inAustralia.
5464 JP Equity,Mory Industries Inc,"Mory Industries Inc. manufactures and distribute stainless steel products. TheCompany produces stainless steel pipes and bars, processed stainless steelproducts, and other products. Mory Industries also produces pipe cuttingmachines."
000630 CH Equity,Tongling Nonferrous Metals Group Co Ltd,"Tongling Nonferrous Metals Group Co.,Ltd. refines and markets copper products.The Company manufactures copper flat wires, low oxygen copper rods, anodephosphor copper, enameled round copper wires, copper alloy, copper plates,electronic copper foils, and other products. Tongling Nonferrous Metals Groupalso engages in gold products, chemicals, and other businesses."
000890 CH Equity,Jiangsu Fasten Co Ltd,"Jiangsu Fasten Co., Ltd. manufactures and markets steel wires, steel ropes,general machinery, electrical wires and cables, electronic products, opticalfibers and cables, optical sensing components, and other related products."
ALUCON TB Equity,Alucon PCL,
STLCS IN Equity,Steelcast Ltd,
AGR AU Equity,Aguia Resources Ltd,Aguia Resources Limited is a mineral exploration company. The Company mines anddevelops properties for phosphates in Brazil.
NDA GR Equity,Aurubis AG,
1091 HK Equity,South Manganese Investment Ltd,"South Manganese Investment Limited mines and processes manganese. The Companyprovides manganese concentrates and natural discharging manganese powdermining, beneficiation, concentrating, and grinding and production services.South Manganese Investment markets its products worldwide."
AKO AU Equity,Akora Resources Ltd,Akora Resources Limited provides mineral exploration and mining services. TheCompany explores and develops iron ore projects. Akora Resources servescustomers worldwide.
600456 CH Equity,Baoji Titanium Industry Co Ltd,"Baoji Titanium Industry Co., Ltd. manufactures titanium products. The Companyproduces and sells titanium alloys, titanium ingots, titanium strips, and otherrelated products. Baoji Titanium Industry markets its products worldwide."
CTBN IJ Equity,Citra Tubindo Tbk PT,
3449 JP Equity,Technoflex Corp,
002978 CH Equity,Sichuan Anning Iron and Titanium Co Ltd,"Sichuan Anning Iron and Titanium Co., Ltd. processes and distributes mineralproducts. The Company produces iron concentrates, vanadium-titaniumconcentrates, titanium concentrates, sulphur-cobalt concentrates, and otherproducts. Sichuan Anning Iron and Titanium also operates mineral resourcescomprehensive utilization businesses."
ALY AU Equity,Alchemy Resources Ltd,"Alchemy Resources Limited operates as an gold, base metal, and nickel-cobaltexploration company. The Company is focused on projects in the Murchinsonregion."
ASL AU Equity,Andean Silver Ltd,"Andean Silver Limited operates as a mineral exploration company. The Companyfocuses on the gold, base metal, rare earth elements, and lithium discoveries.Andean Silver serves customers in Australia."
S32 AU Equity,South32 Ltd,"South32 Limited operates as a diversified metals and mining company. TheCompany produces alumina, aluminum, coal, manganese, nickel, silver, lead, andzinc. South32 conducts business globally."
SYR AU Equity,Syrah Resources Ltd,"Syrah Resources Limited is a mineral exploration company. The Company'sprojects provide exposure to graphite, vanadium, mineral sands, copper, coaland uranium."
7305 JP Equity,Araya Industrial Co Ltd,"Araya Industrial Co., Ltd. manufactures and sells bicycles, bicycle rims, andrelated parts.  The Company also produces construction materials includingsteel pipes."
688388 CH Equity,Guangdong Jia Yuan Technology Shares Co Ltd,"Guangdong Jia Yuan Technology Shares Co.,Ltd. manufactures copper foils. TheCompany produces single sided copper foils, rough surface copper foils,glazed copper foils, and other related products. Guangdong Jia Yuan TechnologyShares also operates import and export businesses."
AQX AU Equity,Alice Queen Ltd,"Alice Queen Limited provides mining services. The Company develops, explores,and produces gold, silver, copper, lead, and other metals. Alice Queen servescustomers in Australia."
AHR CN Equity,Amarc Resources Ltd,
ALK AU Equity,Alkane Resources Ltd,"Alkane Resources Ltd is an gold producer and explorer. The Company produces goldfrom its 100% owned Tomingley Gold Project in NSW, and conducts exploration inNSW. Alkane also has investments in junior Australian gold developers."
JDSL IN Equity,Jindal Stainless Ltd,
151860 KS Equity,KG Eco Solution Co Ltd,
PATI3 BZ Equity,Panatlantica SA,
RMT IN Equity,Ratnamani Metals & Tubes Ltd,
AXN AU Equity,Alliance Nickel Ltd,Alliance Nickel Limited provides exploration and mining services. The Companyexplores and develops nickel and cobalt project near Leonora in WesternAustralia. Alliance Nickel serves customers worldwide.
VOXR CN Equity,Vox Royalty Corp,Vox Royalty Corp. is a returns focused mining royalty company. The Companyfocuses on royalty acquisitions with mineral deposits and mining claims in themining royalty sector. Vox Royalty operates in the United States.
000831 CH Equity,China Rare Earth Resources And Technology Co Ltd,"China Rare Earth Resources and Technology Co., Ltd. engages in south ionic rareearth separation and processing. The Company mainly focuses on the productionand distribution of rare earth oxide, rare earth metal, and highly processedproducts of rare earth, as well as the research and consult service of rareearth techniques."
VISC SS Equity,Gruvaktiebolaget Viscaria,
AGE AU Equity,Alligator Energy Ltd,"Alligator Energy Limited is a uranium exploration company. The Company isfocused on prospective, drill ready uranium targets on granted tenements inAustralia's uranium province, the ARUP in the Northern Territory."
SALASAR IN Equity,Salasar Techno Engineering Ltd,
601003 CH Equity,Liuzhou Iron & Steel Co Ltd,"Liuzhou Iron & Steel Co., Ltd produces steel products. The Company manufacturesand sells rebar products, channel steel, round steel, angle steel, ship plates,boiler plates, die steel, and other products. Liuzhou Iron & Steel markets itsproducts primarily throughout China with limited overseas."
5632 JP Equity,Mitsubishi Steel Manufacturing Co Ltd,"Mitsubishi Steel Mfg. Co., Ltd. produces a variety of steel products.  TheCompany manufactures springs, cast and forged steel products, environmentalequipment, and special steel products."
GALL IN Equity,Gallantt Ispat Ltd,
600608 CH Equity,Shanghai Broadband Technology Co Ltd,"Shanghai Broadband Technology Co., Ltd manufactures communication networkequipment and steel tubes. The Company produces and sells broadband modems,digital video equipment, network switch equipment, mobile telecommunicationterminals, information security products, and special-shaped steel tubes.Shanghai Broadband Technology also invests in real estate development."
ALR AU Equity,Altair Minerals Ltd,"Altair Minerals Limited provides exploration and mining services. The Companyexplores and develops copper, gypsum, and minerals projects. Altair Mineralsserves customers worldwide."
LA CN Equity,Los Andes Copper Ltd,
AZI AU Equity,Altamin Ltd,Altamin Limited operates as a mineral exploration company. The Companyfocuses on exploration and development of base and battery metals. Altaminserves customers worldwide.
002738 CH Equity,Sinomine Resource Group Co Ltd,"Sinomine Resource Group Co., Ltd. offers mining services. The Company providessolid mineral and metal exploration, mining, and other services. SinomineResource Group also operates international engineering, international trade, andother businesses."
NEXG CN Equity,NeXGold Mining Corp,
ERO CN Equity,ERO Copper Corp,
AME AU Equity,Alto Metals Ltd,Alto Metal Limited provides metal exploration services. The Company offers goldand uranium exploration and mining services. Alto Metal conducts its businessin Australia.
GGRP IJ Equity,Gunung Raja Paksi Tbk PT,
GRR AU Equity,Grange Resources Ltd,Grange Resources Limited is a mining and exploration company. The Companyexplores for iron ore and pellets. Grange Resources serves customers inAustralia and Asia.
ORI AU Equity,Orica Ltd,
CXO AU Equity,Core Lithium Ltd,Core Lithium Ltd operates as a mineral exploration company. The Companyexplores and mines finniss lithium resources. Core Lithium serves customers inAustralia.
LTR AU Equity,Liontown Resources Ltd,"Liontown Resources Limited is an exploration company and battery mineralsproducer. The Company focuses on the development and supply as required by therapidly growing electric vehicle and energy storage industries, as well as theprincipal activity is lithium deposits in Western Australia."
MACOM IN Equity,Manaksia Coated Metals & Industries Ltd,
ARR AU Equity,American Rare Earths Ltd,American Rare Earths Limited operates as an exploration company. The Companyexplores and develops mineral resources. American Rare Earths serves customersin the United States and Australia.
TVN AU Equity,Tivan Ltd,Tivan Limited is a resource and mineral processing technology company. TheCompany focuses on development of mount peake vanadium-titanium-iron project inthe Northern Territory of Australia.
000737 CH Equity,North Copper Co Ltd,
AW1 AU Equity,American West Metals ltd,"American West Metals Limited provides exploration and mining services. TheCompany focuses on developing the zinc, copper, indium deposits. American WestMetals serves customers worldwide."
