ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,ACCURACY_M,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,COMPANY_WEBSITES,PROVINCES,GEOLOGIC_AGE,DEPOSIT_MODEL
333870,Lady Loretta,,QLD,139.0702,-19.7686,250,operating mine,"Zn, Pb",Ag,"Zinc, Lead, (Silver)",Glencore Plc,http://www.glencore.com/,"Mount Isa Orogen, Century Domain, Lawn Hill Platform",Proterozoic,"Environment: Basin hydrothermal, Group: Sediment-hosted, Type: Siliciclastic-carbonate zinc-lead"
333871,Marvel Loch,Southern Cross Operations,WA,119.4926,-31.4646,500,historic mine,Au,,Gold,"Shandong Tianye Real Estate, China Hanking Holdings Limited","http://www.sdtianye.com, http://www.hankingmining.com/?lang=en","Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province, Southern Cross Domain (Youanmi Terrane)",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
333872,Mertondale Project,Leonora - Mertondale Project,WA,121.545,-28.6656,999,historic mine,Au,,Gold,Patronus Resources,https://www.patronusresources.com.au/,"Yilgarn Craton, Darlot Gold Metallogenic Province, Eastern Goldfields Province, Norseman-Wiluna Belt",Archean,
333873,Mount Isa (Pb-Zn-Ag orebodies),Mt Isa,QLD,139.4756,-20.7159,100,operating mine,"Ag, Pb","Zn, Cu","Silver, (Zinc, Lead, Copper)",Glencore Xstrata plc,http://www.glencorexstrata.com/,"Mount Isa Orogen, Leichhardt River Domain, Leichhardt River Fault Trough",Paleoproterozoic,"Environment: Basin hydrothermal, Group: Sediment-hosted, Type: Siliciclastic-carbonate zinc-lead"
333874,Norseman Project,Norseman Project,WA,121.7941,-32.1964,999,operating mine,"Au, Ag",,"Gold, Silver","Pantoro Ltd, Tulla Resources PLC, Mineral Resources","http://www.pantoro.com.au, https://tullaresources.com/, http://www.mineralresources.com.au/mrl-mining/lithium.html","Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
333876,Rosebery,,TAS,145.5431,-41.7723,999,operating mine,"Zn, Pb, Ag, Au, Bi, Cd","Cu, Sb","Zinc, Lead, Silver, Gold, (Copper, Bismuth, Cadmium, Antimony)",Minerals and Metals Group (MMG),http://www.mmg.com/,"Delamerian Orogen, Dundas Trough, Mount Read Igneous Province, Rosebery Basemetal Metallogenic Province",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Felsic-siliciclastic VMS"
333880,Kanowna Belle,,WA,121.5761,-30.6101,500,operating mine,Au,,Gold,Northern Star Resources Limited,http://www.nsrltd.com/,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
333883,Silvergrass (Rio),,WA,117.1852,-22.1833,100,operating mine,"FeOre, Hem, Fe",,"Iron ore, Hematite, Iron",Rio Tinto Limited,http://www.riotinto.com.au/,Hamersley Basin,Archean,
333889,Union Hill,"Maldon Project, Union Hill",VIC,144.0731,-36.9849,999,historic mine,"Au, Ag",,"Gold, Silver",Kaiser Reef Limited,https://www.kaiserreef.com.au/,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",,
333890,Gossan Hill mine,Golden Grove,WA,116.9626,-28.7772,500,operating mine,"Cu, Zn, Au, Ag",Pb,"Copper, Zinc, Gold, Silver, (Lead)",29Metals Ltd,http://www.29metals.com,"Yilgarn Craton, Golden Grove Base Metal Metallogenic Province, Murchison Domain (Youanmi Terrane), Murchison Domain",Archean,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Felsic-siliciclastic VMS"
333891,Pentland,"Lauderdale, Northern Galilee Project",QLD,145.1986,-20.6335,2000,mineral deposit,Cbl,,Coal - black,"Unnamed Owner, Glencore Plc",http://www.glencore.com/,Galilee Basin,,
333907,Hope Downs JV,includes Hope North and Hope South,WA,119.1229,-22.9469,250,operating mine,"Fe, FeOre",,"Iron, Iron ore","Hancock Prospecting Pty Ltd, Rio Tinto Limited","http://www.hancockprospecting.com.au/, http://www.riotinto.com.au/",Hamersley Basin,,"Environment: Basin chemical, Group: Iron formation, Type: Superior-type banded iron formation"
333909,Broula King,,NSW,148.4394,-33.9159,500,mineral deposit,Au,,Gold,"Capital Mining Limited, Resource Base Limited","http://www.capitalmining.com.au/, http://www.resourcebase.com.au/",Lachlan Orogen,Paleozoic,
333911,Eulogie,,QLD,150.4344,-23.8453,999,mineral deposit,"Fe, Ti, V2O5",,"Iron, Titanium, Vanadium pentoxide",Central Queensland Metals Pty Ltd.,https://cqmetals.com.au/,New England Orogen,,"Environment: Magmatic, Group: Ultramafic and (or) mafic-layered intrusion, Type: U-M layered intrusion iron-titanium-vanadium"
333912,Oceana,,TAS,145.3314,-41.9155,999,historic mine,"Pb, Zn, Ag",,"Lead, Zinc, Silver",Creat Resources Holdings Limited,http://www.creatresources.com/,Delamerian Orogen,Paleozoic,"Environment: Basin hydrothermal, Group: Sediment-hosted, Type: Irish-type sediment-hosted zinc-lead"
333913,Lucknow,,QLD,144.9555,-19.0254,100,mineral deposit,"Ni, Co, Sc",,"Nickel, Cobalt, Scandium",Australian Mines Ltd,https://australianmines.com.au/,Thomson Orogen,Cenozoic,"Environment: Supergene, Group: Laterite, Type: Laterite nickel"
333915,Spargoville - Location 1a,,WA,121.4917,-31.3181,100,historic mine,Ni,,Nickel,Estrella Resources,https://www.estrellaresources.com.au/,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,
333916,Great Greta,,NSW,151.4197,-32.5275,999,closed,Cbl,,Coal - black,Yancoal Australia Limited,http://www.yancoal.com.au/,Sydney Basin,,
333921,Taabinga,Kingaroy Project,QLD,151.822,-26.5953,500,mineral deposit,Cbl,,Coal - black,Moreton Resources Limited,http://moretonresources.com.au/,Tarong Basin,Mesozoic,
333922,Cameby Downs,"50259, 50260, 50269, ML50258",QLD,150.2872,-26.5786,999,operating mine,Cbl,,Coal - black,Yankuang Group Corporation Limited,,Surat Basin,Mesozoic,
333923,Missouri,Siberia Project,WA,120.9536,-30.2203,500,mineral deposit,Au,,Gold,Ora Banda Mining Ltd,http://www.orabandamining.com.au,"Yilgarn Craton, Eastern Goldfields Province",Archean,
333925,Golden Delicious,Sunrise Dam Project,WA,122.4593,-29.0136,500,mineral deposit,Au,,Gold,AngloGold Ashanti Limited,http://www.anglogold.com/default.htm,Yilgarn Craton,Archean,
333926,Argonaut,,WA,122.578,-31.21,50,mineral deposit,Au,,Gold,"Integra Mining Limited, Moto Goldmines Ltd.","http://www.integramining.com.au, http://www.motogoldmines.com",Yilgarn Craton,,
333927,Vickers Laterite,Dalgaranga Gold Project,WA,117.302,-27.8159,500,mineral deposit,Au,,Gold,Gascoyne Resources Limited,http://www.gascoyneresources.com.au/,"Yilgarn Craton, Murchison Province",,
333929,Ben Hur  - King of Creation,Brightstar Project,WA,122.3673,-28.1647,500,mineral deposit,Au,,Gold,A1 Minerals Limited,http://www.a1minerals.com.au,Yilgarn Craton,Archean,
333930,Bugeye,,WA,116.9592,-28.9829,999,operating mine,Au,,Gold,"Warriedar Resources, Minjar Gold Pty Ltd","https://www.warriedarresources.com.au/, http://www.minjargold.com.au",Yilgarn Craton,,
333932,Walhalla (Carnegie),Davyhurst Project,WA,120.6502,-30.1502,500,operating mine,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited","http://www.orabandamining.com.au, http://www.swangoldmining.com.au/",Yilgarn Craton,Archean,
333933,Gormandale,,VIC,146.69,-38.287,999,mineral deposit,Cbr,,Coal - brown,"Department of Primary Industries, Loy Yang Power","http://www.dpi.vic.gov.au, http://www.loyyangpower.com.au",Gippsland Basin,Cenozoic,
334055,Hellyer,,TAS,145.7221,-41.5746,500,feasibility,"Au, Zn, Pb, Cu, Bi","Ag, Sb","Gold, Zinc, Lead, (Silver, Copper, Bismuth, Antimony)",Munich Partners Ag,,"Delamerian Orogen, Dundas Trough, Mount Read Igneous Province, Rosebery Basemetal Metallogenic Province",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal felsic VMS"
334056,Stradbroke,,VIC,146.84,-38.297,999,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,http://www.dpi.vic.gov.au,Gippsland Basin,Cenozoic,
334057,Bogle South,Barnicoat Project,WA,122.4952,-28.6334,500,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,
334058,Leinster,"Agnew, Leinster, Perseverance, Rocky's Reward",WA,120.6972,-27.7889,100,care and maintenance,Ni,"Cu, Co","Nickel, (Copper, Cobalt)",BHP Group Limited,https://www.bhp.com/,"Yilgarn Craton, Eastern Goldfields Province, Mount Keith Nickel Metallogenic Province, Norseman-Wiluna Belt",Archean,"Environment: Magmatic, Group: Komatiite, Type: Komatiite nickel-copper-PGE"
334062,"Eucla Basin (Jacinth Ambrosia, Atacama, Typhoon, Sonoran, Tripitaka)","Ambrosia, Jacinth",SA,132.2203,-30.9076,200,operating mine,"Zrn, Ilm","Rt, Ti","Zircon, Ilmenite, (Rutile, Titanium)",Iluka Resources Limited,http://www.iluka.com,,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
334063,Camel 2,,WA,118.1474,-20.8998,999,mineral deposit,Au,,Gold,De Grey Mining Limited,http://www.degreymining.com.au/,Pilbara Craton,Archean,
334064,Mount Bowie,Burnakura Project,WA,118.4404,-27.0885,500,mineral deposit,Au,,Gold,"Monument Mining Limited, Kentor Gold Limited","http://www.monumentmining.com/s/home.asp, http://www.kentorgold.com.au/","Yilgarn Craton, Murchison Province",Archean,
334065,Mutooroo,"Mutooroo Consols, Mutooroo West, Trinity Mine",SA,140.938,-32.2496,1000,pre-feasibility,"Cu, Co",Au,"Copper, Cobalt, (Gold)",Havilah Resources NL,http://www.havilah-resources.com.au/,Curnamona Province,Proterozoic,
334066,Westonia - Edna May,Edna May,WA,118.6998,-31.2912,500,mineral deposit,Au,,Gold,Ramelius Resources Limited,http://www.rameliusresources.com.au/,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Hypozonal orogenic gold"
334067,Agnew,Agnew Gold Project,WA,120.5081,-28.0007,2000,operating mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334068,Eneabba area (Iluka Mid West),Mid-West (Iluka),WA,115.3018,-29.8356,100,closed,"Ilm, Zrn, Rt",,"Ilmenite, Zircon, Rutile",Iluka Resources Limited,http://www.iluka.com,Perth Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
334069,Granny Smith,Granny Smith Project,WA,122.423,-28.812,999,operating mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,"Yilgarn Craton, Eastern Goldfields Province, Kurnalpi Terrane",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Epizonal orogenic gold"
334071,Hannan South,Kalgoorlie Project,WA,121.5526,-30.8834,500,historic mine,Au,,Gold,"Barrick Gold Corporation, Newmont Mining Corporation, Kalgoorlie Consolidated Gold Mines","http://www.barrick.com/, http://www.newmont.com/, http://www1.superpit.com.au/","Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334072,Mount Painter,"Armchair, Mt Gee, Radium Ridge, Streitberg",SA,139.37,-30.227,2000,historic mine,"U, REE, U3O8",,"Uranium, Rare earth elements, Uranium oxide",Marathon Resources Ltd.,http://www.marathonresources.com.au,Mount Painter Block,Paleozoic,
334073,Peko,,NT,134.2835,-19.6751,2000,care and maintenance,"Au, Cu, Bi, Co, Ag",,"Gold, Copper, Bismuth, Cobalt, Silver",Elmore Limited,https://elmoreltd.com.au,"Tennant Creek Block, Warramunga Province, Warrego Metallogenic Province",Paleoproterozoic,"Environment: Regional metasomatic, Group: Metasomatic iron, Type: Iron oxide gold"
334074,WIM 150,,VIC,142.3691,-36.8028,100,mineral deposit,"Zrn, Rt, Ilm, Ti, HM, Leu","Xen, Mnsd","Zircon, Rutile, Ilmenite, Titanium, Heavy minerals, (Xenotime, Leucoxene, Mineral sands)","Guangdong Orient Zirconic Industry Science & Technology Co, Limited, Australian Zircon NL",http://www.auzircon.com.au/,Murray Basin,Cenozoic,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
334075,Hamersley Iron - Yandicoogina-Junction (Rio Tinto-HIYandi),"Junction, YandCRA, Yandicoogina",WA,119.2125,-22.761,100,operating mine,Fe,,Iron,"Rio Tinto Limited, HIsmelt","http://www.riotinto.com.au/, http://www.hismelt.com.au",Hamersley Basin,Cenozoic,
334077,Anchor,Blue Tier,TAS,148.0131,-41.2245,100,historic mine,"Sn, W, Cu",,"Tin, Tungsten, Copper",Minemakers Ltd (MAK),http://www.minemakers.com.au,"Lachlan Orogen, Lachlan Orogen",,"Environment: Magmatic hydrothermal, Group: Greisen, Type: Greisen tin ± W-Mo"
334081,Einasleigh,,QLD,144.0999,-18.5074,500,historic mine,Cu,"Au, Ag","Copper, (Gold, Silver)",Aurora Metals Ltd,,"Etheridge Province, Georgetown Block",Proterozoic,"Environment: Regional metasomatic, Group: IOCG, Type: Magnetite-dominant IOCG"
334085,Chinese Howley,Burnside Project,NT,131.3575,-13.5099,999,historic mine,Au,,Gold,Crocodile Gold Corporation,http://www.crocgold.com/,"Pine Creek Orogen, Mount Todd Gold Metallogenic Province",Paleoproterozoic,
334086,Queens Birthday - Dunolly,"Goldsborough Project, Queens Birthday",VIC,143.6722,-36.8271,500,historic mine,Au,,Gold,GBM Gold Limited,http://www.gbmgold.com.au/,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",,
334087,Blue Funnel,Broads Dam Project,WA,121.1259,-30.5837,500,historic mine,Au,,Gold,Evolution Mining Limited,http://www.evolutionmining.com.au/,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",Archean,
334089,Bengalla,,NSW,150.846,-32.2715,25,operating mine,Cbl,,Coal - black,"Taipower, New Hope Coal",http://www.newhopegroup.com.au/,Sydney Basin,,
334090,Rolleston,,QLD,148.4106,-24.4441,250,operating mine,Cbl,,Coal - black,"Glencore Plc, Itochu Corporation, Sumitomo Corporation","http://www.glencore.com/, http://www.itochu.co.jp/main/index_e.html, http://www.sumitomocorp.co.jp/english/",Bowen Basin,,
333570,Rocklea,Rocklea Limonites,WA,117.4647,-22.8234,999,mineral deposit,"Hem, FeOre, Fe",,"Hematite, Iron ore, Iron",Dragon Energy Limited,http://www.dragonenergyltd.com,Pilbara Craton,,
333573,Hera,,NSW,146.3259,-32.1107,500,care and maintenance,"Zn, Pb, Au","Ag, Cu","Zinc, Lead, Gold, (Silver, Copper)","Aurelia Metals Limited, YTC Resources","http://www.aureliametals.com, http://www.ytcresources.com","Lachlan Orogen, Cobar Basin",Paleozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Orogenic silver-lead-zinc-copper-antimony"
333575,Python,Marda Project,WA,119.2709,-30.2015,500,mineral deposit,Au,,Gold,Ramelius Resources Limited,http://www.rameliusresources.com.au/,"Yilgarn Craton, Southern Cross Province",Archean,
333577,Bellevue,"Paris, Sir Samuel, Westralia",WA,120.5606,-27.6297,100,operating mine,Au,,Gold,Bellevue Gold Ltd,,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
333578,Big Bell,Big Bell Project,WA,117.6542,-27.3209,500,operating mine,Au,,Gold,Westgold Resources Limited,http://www.westgold.com.au/,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Province, Murchison Domain (Youanmi Terrane), Murchison Domain",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Hypozonal orogenic gold"
333579,Carr Boyd,Carr Boyd Rocks,WA,121.6261,-30.0659,0,historic mine,"Cu, Ni",,"Copper, Nickel",Widgiemooltha North,http://www.titanresources.com.au,"Yilgarn Craton, Carr Boyd Nickel Metallogenic Province, Eastern Goldfields Province, Norseman-Wiluna Belt",Archean,
333580,Spinifex Ridge,"Coppin Gap, Nuggety Gully",WA,120.1118,-20.8875,500,mineral deposit,"Mo, Cu, Fe","Ag, FeOre","Molybdenum, Copper, Iron, (Silver, Iron ore)",Moly Mines Ltd,http://www.molymines.com/public/default.aspx?id=1&Lvl=1,"Pilbara Craton, Coppin Gap Copper Molybdenum Metallogenic Province",Archean,"Environment: Magmatic hydrothermal, Group: Porphyry, Type: Porphyry copper-molybdenum"
333581,Cobar CSA,CSA,NSW,145.7986,-31.408,2000,operating mine,"Cu, Pb, Zn","Ag, Au","Copper, (Silver, Lead, Zinc, Gold)",MAC Copper Limited,https://maccopperlimited.com/,"Lachlan Orogen, Lachlan Orogen, Cobar Basin, Darling Basin",,
333582,Round Dam,Davyhurst Project,WA,120.6523,-30.1551,500,historic mine,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited","http://www.orabandamining.com.au, http://www.swangoldmining.com.au/","Yilgarn Craton, Eastern Goldfields Province",Archean,
333585,Kunwarara,"KG1, KG2, Oldman North, Oldman South",QLD,150.1869,-22.8814,999,operating mine,"MgO, Mgs, Mg",,"Magnesia (magnesium oxide), Magnesite, Magnesium",QMAG Pty Ltd,https://www.qmag.com.au/,Carpentaria Basin,Cenozoic,"Environment: Infiltrational, Group: Magnesite, Type: Nodular magnesite"
333586,Lake Way,,WA,120.358,-26.6985,100,mineral deposit,U,"U3O8, V2O5","Uranium, (Uranium oxide, Vanadium pentoxide)",Toro Energy Limited,http://www.toroenergy.com.au/,,Cenozoic,
333587,McArthur River,HYC,NT,136.0985,-16.436,500,operating mine,"Zn, Pb, Cu, Cd","Ag, Sb","Zinc, Lead, (Silver, Copper, Cadmium, Antimony)","Glencore Xstrata plc, McArthur River Mine","http://www.glencorexstrata.com/, http://www.mcarthurrivermine.com.au/",McArthur Basin,Paleoproterozoic,"Environment: Basin hydrothermal, Group: Sediment-hosted, Type: Siliciclastic-carbonate zinc-lead"
333589,New Celebration - Harmony (2006),South Kalgoorlie Operations,WA,121.6025,-31.0257,500,historic mine,Au,,Gold,Alacer Gold Corporation,http://www.alacergold.com/,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
333590,Oobagooma,,WA,123.997,-16.7582,2000,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",Paladin Energy Limited,http://www.paladinenergy.com.au/,Canning Basin,Paleozoic,
333591,Que River,,TAS,145.6999,-41.603,500,historic mine,"Zn, Cu, Pb, Ag",Au,"Zinc, Copper, Lead, Silver, (Gold)",Tasmania Data Infrastructure Pty Ltd,,"Delamerian Orogen, Dundas Trough, Mount Read Igneous Province, Rosebery Basemetal Metallogenic Province",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal felsic VMS"
333593,Higginsville Gold Operations,Higginsville Gold Operations,WA,121.7377,-31.7303,999,operating mine,Au,,Gold,Westgold Resources Limited,http://www.westgold.com.au/,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
333595,Savannah,Sally Malay,WA,128.029,-17.3512,100,care and maintenance,"Ni, Cu, Co, PGE",,"Nickel, Copper, Cobalt, Platinum group elements",Panoramic Resources Limited,http://www.panoramicresources.com/,"Halls Creek Orogen, Kimberley Basin, Sally Malay Nickel Metallogenic Province",Paleoproterozoic,"Environment: Magmatic, Group: Ultramafic and (or) mafic intrusion, Type: U-M intrusion nickel-copper-PGE"
