ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,PROVINCES,GEOLOGIC_AGE,ENVIRONMENT,GROUP,TYPE,IGNEOUS,SEDIMENTARY,TECTONIC
335458,Starra,Selwyn,QLD,140.4744,-21.6784,historic mine,"Cu, Au",,"Copper, Gold",Inova Resources,"Mount Isa Orogen, Selwyn Metallogenic Province, Cloncurry-Selwyn Zone",Paleoproterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,,,Marimo-Staveley Domain
335459,Sherlock Bay,,WA,117.5406,-20.8112,mineral deposit,Ni,"Co, Cu","Nickel, (Cobalt, Copper)","Sherlock Investors Pty Ltd, Sabre Resources Ltd","Pilbara Craton, Sherlock Bay Nickel Metallogenic Province",Archean,,,,Warakurna Large Igneous Province,,Pilbara Craton
335460,Wolfram Camp,,QLD,144.9705,-17.083,historic mine,"Mo, MoS2, Bi","WO3, W","Molybdenum, (Tungsten trioxide (wolframite), Molybdenite, Bismuth, Tungsten)",EQ Resources Limited,"Hodgkinson Province, North Queensland Igneous Province",,Magmatic hydrothermal,Greisen,Greisen tin ± W-Mo,,,Mossman Orogen
335462,Youanmi,,WA,118.8401,-28.6078,historic mine,Au,,Gold,Rox Resources Limited,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province, Southern Cross Domain (Youanmi Terrane)",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
335463,Jimblebar (BHP),"Ferro Gully, McCameys, McCameys Monster, Wheelarra Hill",WA,120.1391,-23.3793,operating mine,FeOre,Fe,"Iron ore, (Iron)",Itochu Corporation,Hamersley Basin,Archean,Basin chemical,Iron formation,Superior-type banded iron formation,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
335464,Devon,"Linden, Olympic-Devon",WA,122.4482,-29.2847,care and maintenance,Au,,Gold,Matsa Resources Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,unknown,unknown,unknown,,Carey Paleovalley,West Australian Element
335465,Willowdale,,WA,116.0618,-32.8451,operating mine,"Bx, Al2O3",,"Bauxite, Alumina",Alcoa,"Yilgarn Craton, Southwest Terrane, Western Gneiss Terrane",Cenozoic,Supergene,Laterite,Bauxite,,,West Australian Element
335466,Dianne Project,,QLD,138.8179,-18.7956,mineral deposit,"Cu, Ag",,"Copper, Silver",Revolver Resources Ltd,Hodgkinson Province,,Basin hydrothermal,Sediment-hosted,Siliciclastic-carbonate zinc-lead,,,Century Domain
335470,Walhalla-Wood's Point Goldfield,Walhalla Gold Project,VIC,146.45,-37.947,historic mine,Au,,Gold,Orion Gold NL,"Lachlan Orogen, Lachlan Orogen, Walhalla-Wood's Point Gold Metallogenic Province",,,,,,Selwyn Province,Melbourne-Mathinna Zone
335472,Radio Hill,,WA,116.8648,-20.9825,care and maintenance,"Ni, Cu, Co",Au,"Nickel, Copper, Cobalt, (Gold)",Artemis Resources Limited,"Pilbara Craton, Radio Hill Nickel Metallogenic Province",Archean,Magmatic,Ultramafic and (or) mafic intrusion,U-M intrusion nickel-copper-PGE,Warakurna Large Igneous Province,,Pilbara Craton
335473,Cowal,"Endeavour 42, Lake Cowal",NSW,147.4067,-33.6369,operating mine,Au,Ag,"Gold, (Silver)",Evolution Mining Limited,"Lachlan Orogen, Lachlan Orogen, Cadia Porphyry Copper Gold Metallogenic Province, Junee - Narromine Igneous Subprovince",,Magmatic hydrothermal,Epithermal,Low-sulfidation (LS) epithermal gold-silver,,,Eastern Province
335474,Callide,includes EPC188 & Boundary Hill,QLD,150.6222,-24.3109,operating mine,Cbl,,Coal - black,Batchfire Resources Pty Ltd,Callide Basin,,,,,,Mulgildie Basin,Yarrol Province
335587,Kingfisher,Gidgee Project,WA,119.4272,-27.2856,historic mine,Au,,Gold,"Horizon Gold Limited, Panoramic Resources Limited","Yilgarn Craton, Bounty Gold Metallogenic Province, Murchison Domain",Archean,,,,,Raeside Paleovalley,West Australian Element
335588,Bullen,Norseman Project,WA,121.7987,-32.1979,historic mine,Au,,Gold,Norseman Gold PLC,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province",Archean,,,,,,West Australian Element
335590,Batman,Mt Todd,NT,132.101,-14.1387,mineral deposit,Au,,Gold,Vista Gold Corporation,Pine Creek Orogen,,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Kalkarindji Igneous Province,,Pine Creek Orogen
335593,Transvaal (Mt Morgans),Mount Morgans Gold Project,WA,122.0766,-28.7495,mineral deposit,Au,,Gold,"Dacian Gold Limited, Range River Gold Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
335595,Windarling,"W1, W2, W3, W4, W5, Windarling Peak",WA,119.2645,-30.0122,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Cliffs Natural Resources,Yilgarn Craton,,Volcanic basin hydrothermal,Volcanogenic,Algoma-type banded iron formation,,,West Australian Element
335596,Westside,,NSW,151.57,-32.9468,historic mine,Cbl,,Coal - black,"Marubeni Corporation, Xstrata plc",Sydney Basin,,,,,,Sydney Basin,Eastern Province
335597,Baal Bone,,NSW,150.05,-33.2669,closed,Cbl,,Coal - black,Glencore Plc,Sydney Basin,,,,,,Sydney Basin,Eastern Province
335599,Duncan,Blackwood Mt Nicholas,TAS,148.1105,-41.5552,historic mine,Cbl,,Coal - black,Cornwall Coal Company NL,Tasmania Basin,,,,,,Tasmania Basin,Melbourne-Mathinna Zone
335601,Michaelangelo West,Gullewa Project,WA,116.2812,-28.6868,mineral deposit,Au,,Gold,Doray Minerals Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
335602,Trojan,South Kalgoorlie Operations,WA,122.0453,-30.8969,mineral deposit,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
335604,Harry's Hill,Aldiss Project,WA,122.5562,-31.0465,care and maintenance,Au,,Gold,"Integra Mining Limited, Silver Lake Resources Limited","Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
335605,Anna,,SA,139.3847,-34.429,mineral deposit,Cbr,,Coal - brown,Anglo Coal Australia Pty Ltd,Murray Basin,,,,,,Murray Basin,Delamerian Orogen
335609,Seagull,,WA,119.7376,-32.5543,mineral deposit,Ni,Co,"Nickel, (Cobalt)",IGO Ltd,"Yilgarn Craton, Southern Cross Province",Archean,,,,,,West Australian Element
335616,Goongarrie,,WA,121.1476,-30.0086,mineral deposit,"Ni, Co, Fe, Al2O3, Cr","Sc, Mn","Nickel, Cobalt, (Scandium, Iron, Alumina, Chromium, Manganese)","Ardea Resources Limited, Heron Resources Limited","Yilgarn Craton, Eastern Goldfields Province",Cenozoic,,,,,Rebecca Paleovalley,West Australian Element
335617,Magazine-Grants,Paddy's Flat Project,WA,118.485,-26.6122,historic mine,Au,,Gold,"Westgold Resources Limited, Reed Resources Limited",Yilgarn Craton,Archean,,,,Warakurna Large Igneous Province,,West Australian Element
335618,Mount Deans,,WA,121.7851,-32.3045,mineral deposit,"Sn, Ta2O5, Ta, Li, Nb, Nb2O5",,"Tin, Tantalum pentoxide, Tantalum, Lithium, Niobium, Niobium pentoxide",Aruma Resources Ltd,Yilgarn Craton,,,,,,,West Australian Element
335619,Gunga West,Coolgardie,WA,121.215,-30.9097,mineral deposit,Au,,Gold,FMR Investments Pty Ltd,Yilgarn Craton,,,,,,,West Australian Element
335620,Mount Pleasant (MACH Energy Pty Limited),,NSW,150.84,-32.2368,operating mine,Cbl,,Coal - black,"Mach Energy Pty Limited, Rio Tinto Limited",Sydney Basin,,,,,,Sydney Basin,Eastern Province
335621,Rehe's,Fosterville Project,VIC,144.4925,-36.6774,historic mine,Au,,Gold,"Crocodile Gold Corporation, Newmarket Gold Inc",Lachlan Orogen,,,,,,,Bendigo Zone
335622,Chamellion,,WA,120.4951,-30.9845,historic mine,Au,,Gold,Croesus Mining,Yilgarn Craton,,,,,,,West Australian Element
335623,Blue Vein,Mt Holland Gold Project,WA,119.758,-32.1461,historic mine,Au,,Gold,Convergent Minerals Limited,Yilgarn Craton,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
335624,Ethel,,QLD,145.1982,-17.0089,mineral deposit,Au,,Gold,Republic Gold Ltd.,Mossman Orogen,,,,,,,Mossman Orogen
335628,Byfield,Bayfield,QLD,150.7,-22.7969,mineral deposit,"Rt, Zrn, Ilm, Mnz, Mnsd",,"Rutile, Zircon, Ilmenite, Monazite, Mineral sands",RZM Pty Ltd,New England Orogen,,Erosional,Placer,Heavy mineral sands,,,New England Orogen
335631,Maroochydore,,WA,122.3141,-22.1991,mineral deposit,"Cu, Co",,"Copper, Cobalt",Cyprium Metals Ltd,"Paterson Orogen, Yeneena Basin",Proterozoic,Basin hydrothermal,Sediment-hosted,Sediment-hosted copper ± Co,Kalkarindji Igneous Province,Canning Basin,Paterson Orogen
335634,Wilpinjong,,NSW,149.885,-32.332,operating mine,Cbl,,Coal - black,Peabody Energy Corp.,Sydney Basin,,,,,,Sydney Basin,Eastern Province
335635,Bymount,,QLD,148.6594,-25.5134,mineral deposit,Cbl,,Coal - black,"Bunji Corporation Ltd, Baralaba Coal Company Limited",Surat Basin,Mesozoic,,,,,Surat Basin,Anakie Province
335636,Pamelia HD6,East Angelas,WA,119.5208,-23.227,mineral deposit,FeOre,Fe,"Iron ore, (Iron)","Rio Tinto Limited, Hancock Prospecting Pty Ltd",Pilbara Craton,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
335640,Grand Slam,St Ives Project,WA,121.7725,-31.325,historic mine,Au,,Gold,Gold Fields Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
335641,Lord Nelson,Sandstone Project,WA,119.5064,-28.1481,historic mine,Au,,Gold,Aurumin Limited,"Yilgarn Craton, Southern Cross Province",Archean,,,,,,West Australian Element
334914,White Foil,Mungari East Project,WA,121.2506,-30.7738,operating mine,Au,,Gold,"Evolution Mining Limited, Weather Investments II S.ar.l, La Mancha Resources Inc","Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",Archean,,,,,Roe Paleovalley,West Australian Element
335141,Peak Hill (Mn),"Millidie, Mt Padbury",WA,118.605,-25.4572,mineral deposit,MnOre,Mn,"Manganese ore, (Manganese)",Mineral Resources,Bryah Basin,Cenozoic,,,,Warakurna Large Igneous Province,Bryah Basin,West Australian Element
335154,Mount Dimer,,WA,119.8281,-30.3934,historic mine,"Au, Ag",,"Gold, Silver",Beacon Minerals Limited,"Yilgarn Craton, Southern Cross Province",Archean,,,,,,West Australian Element
335155,Mount Hutton,SAMAG Project,SA,138.302,-30.489,mineral deposit,"Mgs, Mg",MgO,"Magnesite, Magnesium, (Magnesia (magnesium oxide))",Archer Exlporation Limited,Delamerian Orogen,Neoproterozoic,Basin evaporative,Evaporite,Marine evaporite magnesite,,,South Australian Element
335156,Tritton,,NSW,146.7216,-31.3956,operating mine,"Cu, Ag","Au, Co","Copper, (Gold, Silver, Cobalt)","Aeris Resources Limited, Straits Resources Limited","Lachlan Orogen, Lachlan Orogen, Girilambone Base Metal Metallogenic Province, Girilambone Zone",Paleozoic,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Mafic-siliciclastic VMS,,,Central NSW - Omeo Province
335157,Golden Grove,"Gossan Hill, Scuddles",WA,116.9848,-28.7629,operating mine,"Cu, Zn, Pb, Ag, Au",,"Copper, Zinc, Lead, Silver, Gold",29Metals Ltd,"Yilgarn Craton, Murchison Province",Archean,,,,,,West Australian Element
335164,Rywung,MDL 247,QLD,150.4677,-26.6786,mineral deposit,Cbl,,Coal - black,"Chandail Pty Ltd, Ecarlate Pty Ltd, Yanzhou Coal Mining Company Limited",Surat Basin,Mesozoic,,,,,Surat Basin,Connors-Auburn Province
335165,Weld Range,"Beebyn W7 to W12, Madoonga W14, Wilgie Mia",WA,117.7014,-26.8295,mineral deposit,FeOre,Fe,"Iron ore, (Iron)","Mount Ridley Mines Ltd, Midwest Corporation Limited, Sinosteel Midwest Corporation","Pilbara Craton, Yilgarn Craton, Weld Range PGE Metallogenic Province",,,,,Warakurna Large Igneous Province,,West Australian Element
335166,Ruth Well,,WA,116.8655,-20.8684,mineral deposit,"Ni, Cu, Co, Pd",,"Nickel, Copper, Cobalt, Palladium",GreenTech Metals Ltd,"Pilbara Craton, Ruth Well Nickel Metallogenic Province",Proterozoic,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,Warakurna Large Igneous Province,,Pilbara Craton
335169,South Slopeaway,,QLD,149.8344,-22.9287,mineral deposit,"Ni, Co",,"Nickel, Cobalt",Gladstone Pacific Nickel Ltd,New England Orogen,Cenozoic,,,,,,New England Orogen
335172,Mount Freda,,QLD,140.7379,-20.9786,mineral deposit,"Co, Au",,"Cobalt, Gold",Tombola Gold Ltd,Mount Isa Orogen,,,,,,,Soldiers Cap Domain
335173,Gunnedah,,NSW,150.18,-31.0168,closed,Cbl,,Coal - black,Whitehaven Coal Limited,Gunnedah Basin,,,,,,,Eastern Province
335175,Crossroads (Kanowna North West),,WA,121.4666,-30.5703,mineral deposit,Au,,Gold,"Jackson Gold Limited, Jackson Minerals Limited, Northern Star Resources Limited","Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,Roe Paleovalley,West Australian Element
335176,Hail Creek West,Lake Elphinstone,QLD,148.2608,-21.4882,mineral deposit,Cbl,,Coal - black,"Glencore Plc, Marubeni Corporation, Nippon Steel Australia Pty Ltd, Rio Tinto Limited, Sumitomo Corporation",Bowen Basin,,,,,,Bowen Basin,Connors-Auburn Province
335177,Happy Jack - Coolgardie,Tindals Project,WA,121.1746,-30.9712,mineral deposit,Au,,Gold,Focus Minerals Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
335179,Italia-Argonaut,"Aldiss Project, Italia/Argonaut",WA,122.5802,-31.217,mineral deposit,Au,,Gold,Silver Lake Resources Limited,Yilgarn Craton,Archean,,,,,Lefroy Paleovalley,West Australian Element
335180,Boyup Basin,,WA,116.2512,-33.7688,mineral deposit,Cbl,,Coal - black,Griffin Coal,Boyup Basin,,,,,,,West Australian Element
335182,Willung,,VIC,146.76,-38.257,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,Gippsland Basin,Cenozoic,,,,,Selwyn Province,Melbourne-Mathinna Zone
335184,Mount Marion,,WA,121.4611,-31.0738,operating mine,"Li, Li2O",,"Lithium, Lithium oxide","Jiangxi Ganfeng Lithium Co. Ltd, Mineral Resources","Yilgarn Craton, Kalgoorlie Terrane",,Magmatic,Pegmatite,LCT pegmatite,,,West Australian Element
335186,Niobe,Dalgaranga-Niobe,WA,117.2184,-27.7098,mineral deposit,"Ta, Ta2O5, Li, Rb",,"Tantalum, Tantalum pentoxide, Lithium, Rubidium",Aldoro Resources Ltd,"Yilgarn Craton, Murchison Domain (Youanmi Terrane)",,Magmatic,Pegmatite,LCT pegmatite,,,West Australian Element
335189,Jubilee - Granny Smith,Granny Smith Project,WA,122.4836,-29.042,historic mine,Au,,Gold,Gold Fields Limited,"Yilgarn Craton, Kurnalpi Terrane",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
335190,Cylinder,,NSW,143.0801,-34.1419,mineral deposit,"Zrn, Rt, Ilm",Leu,"Zircon, Rutile, Ilmenite, (Leucoxene)",Tronox Limited,Murray Basin,,Erosional,Placer,Heavy mineral sands,,Murray Basin,Stawell Zone
335191,Larkin Find,,WA,122.2577,-29.4663,mineral deposit,"Ni, Co",,"Nickel, Cobalt",Solstice Minerals Ltd,"Yilgarn Craton, Eastern Goldfields Province",Cenozoic,,,,,Raeside Paleovalley,West Australian Element
335193,Cobia,Gidgee Project,WA,119.3825,-27.0187,historic mine,Au,,Gold,Panoramic Resources Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
335196,Ambergate,,WA,115.3063,-33.7114,mineral deposit,,,,Strategic Energy Resources,,,Erosional,Placer,Heavy mineral sands,,Bunbury Trough,Pinjarra Orogen
335197,Maidment,,WA,115.5176,-33.5596,historic mine,"Ilm, Zrn, Leu, Rt",,"Ilmenite, Zircon, Leucoxene, Rutile",Cable Sands (WA) Pty Ltd,,,,,,,Bunbury Trough,Pinjarra Orogen
335198,Windanya-Blue Dam,,WA,121.2538,-30.38,mineral deposit,"Co, Ni",,"Cobalt, Nickel",Heron Resources Limited,,,,,,,,West Australian Element
335199,Wilsons,Gidgee Project,WA,119.4709,-27.1347,historic mine,Au,,Gold,"Horizon Gold Limited, Panoramic Resources Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
335200,Willunga,includes Vermont East,QLD,148.459,-22.487,mineral deposit,Cbl,,Coal - black,"Macarthur Coal, Pembroke Resources Pty Ltd",Bowen Basin,,,,,,Bowen Basin,Anakie Province
335201,Cardiff Borehole,,NSW,151.651,-32.932,closed,Cbl,,Coal - black,"JFE Holdings Inc, Marubeni Corporation, Glencore Plc",Sydney Basin,,,,,,Sydney Basin,Eastern Province
335202,Hillsborough,Great Southern Project,WA,120.198,-33.6748,mineral deposit,"Au, Cu",,"Gold, Copper","ACH Global Pty Ltd, Phillips River Mining NL, Silver Lake Resources Limited","Yilgarn Craton, Southern Cross Province",Archean,,,,,,Northern Foreland
335203,Laverton West,Central Laverton Project,WA,122.3759,-28.6325,historic mine,Au,,Gold,Focus Minerals Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
335204,Mount Charlotte,Kalgoorlie Project,WA,121.4809,-30.7464,historic mine,Au,,Gold,"Barrick Gold Corporation, Newmont Mining Corporation, Kalgoorlie Consolidated Gold Mines","Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
335207,Granite Castle,,QLD,145.2789,-17.5571,mineral deposit,"Au, Ag",,"Gold, Silver",Maroon Gold Pty Ltd,Mossman Orogen,,unknown,unknown,unknown,,,Mossman Orogen
335208,Tiwi,,NT,130.83,-11.36,historic mine,"Zrn, Rt, Ilm, Leu",,"Zircon, Rutile, Ilmenite, Leucoxene","MZI Resources Limited, Matilda Minerals Ltd",,,Erosional,Placer,Heavy mineral sands,,Money Shoal Basin,Pine Creek Orogen
335209,Wilga,"Benambra, Stockman",VIC,147.8834,-37.0037,historic mine,"Cu, Zn, Ag","Au, Pb","Copper, Zinc, (Gold, Silver, Lead)",Aeris Resources Limited,"Lachlan Orogen, Lachlan Orogen, Benambra Base Metal Metallogenic Province, Enano Province",,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,,,Eastern Province
335210,Dobroyde,"Junee Reefs, Junee Reefs Gold Project",NSW,147.6514,-34.7618,mineral deposit,Au,,Gold,New South Resources Limited,"Lachlan Orogen, Lachlan Orogen, Lachlan Orogen, Gidginbung Metallogenic Province",,unknown,unknown,unknown,,,Eastern Province
335211,Ellendale,"Ellendale 4, Ellendale 9",WA,124.858,-17.5632,closed,Dmd,,Diamond - undifferentiated,Gibb River Diamonds,"Canning Basin, Lennard Shelf",,Magmatic,Kimberlite,Kimberlite diamond,Kalkarindji Igneous Province,Oscar Range Province,King Leopold Orogen
335212,Karonie - Main Zone,Aldiss Project,WA,122.56,-31.034,mineral deposit,Au,,Gold,Silver Lake Resources Limited,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
335214,West Angelas,,WA,118.7883,-23.1885,operating mine,"FeOre, Fe",,"Iron ore, Iron",Rio Tinto Limited,Hamersley Basin,Archean,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
335215,Edwards Find,Southern Cross Operations; Sunshine Reward,WA,119.3853,-31.5659,mineral deposit,Au,,Gold,"Shandong Tianye Real Estate, China Hanking Holdings Limited","Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province",Archean,,,,,,West Australian Element
335217,Valhalla,,QLD,139.369,-20.3861,mineral deposit,U,U3O8,"Uranium, (Uranium oxide)",Paladin Energy Limited,"Mount Isa Orogen, Leichhardt River Fault Trough",Proterozoic,Regional metasomatic,Alkali-calcic,Albitite-hosted uranium,,,Leichhardt River Domain
335219,Butcher Well,Red October Project,WA,122.3187,-29.2451,mineral deposit,Au,,Gold,"Northern Star Resources Limited, AngloGold Ashanti Limited","Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
335220,Mulwarrie,,WA,120.5544,-29.9892,historic mine,Au,,Gold,Gorilla Gold Mines Limited,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province",Archean,,,,,,West Australian Element
335221,South Blackwater,"Humboldt, Kenmare, Kennedy, Laleham No1, Terang, Togara",QLD,148.75,-23.9469,historic mine,Cbl,,Coal - black,BMA,Bowen Basin,,,,,,Bowen Basin,Anakie Province
335224,Little Wonder Group,"Cosmopolitan, Little Wonder, Mussolini, Trump",QLD,139.9962,-19.9356,historic mine,Cu,,Copper,Matrix metals,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,,,,,,Mary Kathleen Domain
335232,Dawson South,Theodore North,QLD,150.0307,-24.8766,mineral deposit,Cbl,,Coal - black,Anglo Coal Australia Pty Ltd,Bowen Basin,,,,,,Bowen Basin,Connors-Auburn Province
335234,Cawse Extended,,WA,121.146,-30.3684,mineral deposit,"Co, Ni",,"Cobalt, Nickel",Wingstar Investments Pty Ltd,"Yilgarn Craton, Eastern Goldfields Province",Cenozoic,,,,,Rebecca Paleovalley,West Australian Element
335235,Railway Flat,,QLD,144.07,-18.529,mineral deposit,"Zn, Cu, Ag, Pb",,"Zinc, Copper, Silver, Lead",Copper Strike Limited,"Etheridge Province, Georgetown Block",Proterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-mafic zinc-lead,,Etheridge Province,North Australian Element
335237,Geko,,WA,120.9,-30.8641,operating mine,Au,,Gold,Beacon Minerals Limited,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",,,,,,Roe Paleovalley,West Australian Element
