Ticker,Name,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees:Y,Sec Type,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm,CIE_DES_BULK
0741556D AU Equity,ARARAT COPPER DEPOSIT,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"The Ararat copper deposit is located 5km W of Ararat and 200km SW of Victoria,Australia. The deposit is has VMS copper-gold-zinc-silver mineralization styleand sits within the Lexington Schist."
265566Q AU Equity,ARCHAEAN GOLD NL,,,3548000,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Archaean Gold NL is a gold and mineral exploration and production company.  TheCompany has operating interest in the Kalgoorlie, Murchison and Glengarry re-gions and in the North Eastern Goldfields of Australia."
AXE AU Equity,ARCHER MATERIALS LTD,66260223.38,2055447,17470178,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,Archer Materials Limited operates as a technology company. The Company developsand commercializes advanced semiconductor devices including chips relevant toquantum computing and medical diagnostics. Archer Materials serves customersworldwide.
ARL AU Equity,ARDEA RESOURCES LTD,105206457.5,0,59782432,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Ardea Resources Limited provides mining services. The Company develops mineralproperties of cobalt, zinc, gold, and nickel sulphide. Ardea Resources servescustomers in Australia."
ADV AU Equity,ARDIDEN LTD,10627976.02,0,31804250,3324,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Ardiden Ltd operates as a mineral exploration company. The Company focuses onidentifying, acquiring, and developing mineral projects. Ardiden managesgraphite and other minerals projects in Canada."
ARD AU Equity,ARGENT MINERALS LTD,38573135.8,0,3913965,1,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Cobalt, ,"Argent Minerals Limited is a mineral resources exploration company. The Companyoffers discovery, extraction, and marketing of precious and base metals. ArgentMinerals serves customers in Australia."
AXT AU Equity,ARGO EXPLORATION LTD,,0,1897040,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Argo Exploration Limited operates as a junior exploration company. The Companyreviews and evaluates opportunities in the natural resource sector.
ARI AU Equity,ARIKA RESOURCES LTD,32865635.36,0,9709668,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Arika Resources Limited provides exploration and mining services. The Companyfocuses on development and discovery of gold assets, including the Kookynie andYundamindra Gold Projects, in Western Australia. Arika Resources servescustomers worldwide."
AZL AU Equity,ARIZONA LITHIUM LTD,32281886.67,0,90734272,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,"Arizona Lithium Limited operates as a mining company. The Company focuses onexploration of gold, copper, and lithium resources. Arizona Lithium servesclients in Australia."
AHK AU Equity,ARK MINES LTD,22494637.32,28680,6348253,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,ARK Mines Ltd operates as a mineral exploration company. The Company focuseson exploring and developing gold projects. ARK Mines serves customers inAustralia.
AMD AU Equity,ARROW MINERALS LTD,,0,5772687,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Arrow Minerals Limited operates as a mineral exploration company. The Companyacquires, explores, and develops gold, lithium, and nickel projects. ArrowMinerals offers its services in Australia."
ARV AU Equity,ARTEMIS RESOURCES LTD,22588032.99,232739,39165072,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Artemis Resources Limited operates as a gold and copper focused resourcescompany. The Company engages in the exploration, development, and production ofgold-copper-cobalt deposits. Artemis Resources manages projects in WesternAustralia."
0962210D AU Equity,ARTSONIG PTY LTD,,,,,Private Comp,Materials,Materials,Metals & Mining,Mining Services, , ,Artsonig Pty Limited was founded in 2006. The company's line of businessincludes providing management services on a contract or fee basis.
AAJ AU Equity,ARUMA RESOURCES LTD,2623524.2,0,2407426,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Aruma Resources Limited is a mining exploration company that coversstructural and geochemical prospects. The Company conducts mining projectsthat produce gold, copper, and bauxite. Aruma Resources operates in WesternAustralia."
AS1 AU Equity,ASARA RESOURCES LTD,100482478.6,0,28209196,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Asara Resources Limited provides exploration and mining services. The Companyexplores and develops gold and mineral mineral assets in West Africa. AsaraResources serves customers worldwide.
AZQ AU Equity,ASCOT RESOURCES LTD,,0,41647140,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,"Ascot Resources Limited is a coal explorer and developer. The Company's majorasset is its interest in the Titiribi Coal Project located in the Department ofAntioquia, Colombia."
AMG AU Equity,ASHBY MINING LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Ashby Mining Limited provides precious metals mining services. The Companyacquires, explores, and develops gold and silver resources. Ashby Mining servescustomers in Australia."
0858641D AU Equity,ASHTON MINING PTY LTD,,245994003,548747008,153,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Precious Stone Mining, ,"Ashton Mining Limited explores for and produces diamonds worldwide.  The Com-pany's exploration activities are concentrated at the Argyle mine in WesternAustralia.  Ashton also has development projects at Merlin mine in the NorthernTerritory, Cempaka mine in Indonesia and Cuango River in Angola. Ashton is alsoinvolved in exploration activities in North America, Europe and Africa."
AS2 AU Equity,ASKARI METALS LTD,4043067.975,11647,11331676,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Askari Metals Limited operates as a mining company. The Company focuses onacquiring, exploring, and developing high-grade gold and copper-gold projects inNew South Wales and Western Australia."
AKM AU Equity,ASPIRE MINING LTD,139600170.9,0,42504676,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Metallurgical Coal, ,"Aspire Mining Limited operates as a mining company. The Company owns anddevelops coking coal project, a critically required mineral used in theproduction of iron and steel. Aspire Mining serves customers in Mongolia andAustralia."
ASR AU Equity,ASRA MINERALS LTD,8965435.6,198493,17992754,,Common Stock,Materials,Materials,Metals & Mining,Mining Services, , ,Goldarc Resources Limited is a gold exploration company. The Company developsand explores gold project areas in the North and South of Leonora in theprolific region of Western Australia's Eastern Goldfields. Goldarc Resourcesserves customers in Australia.
846686Q AU Equity,ASSOCIATED GOLDFIELDS PTY LT,,,5215000,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Associated Gold Fields NL explores for and produces gold, base metals and petro-leum throughout Western Australia, New Zealand and Chile.  The Company's ex-ploration projects include the Peak Hill Gold Project, Obotan Gold Project,Emmaville Tin Project and the Santa Andrea Gold Project."
ASO AU Equity,ASTON MINERALS LTD,,0,5326830,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Aston Minerals Limited provides minerals mining services. The Company acquiresand explores resource-based projects, with primary focus on cobalt. AstonMinerals operates in Australia."
1695926D AU Equity,ASTON RESOURCES LTD,,0,923158336,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Metallurgical Coal, ,Aston Resources Ltd. is a mineral exploration company. The Company is focusedon the development of its wholly owned Maules Creek coal development project inNew South Wales.
AAR AU Equity,ASTRAL RESOURCES NL,271284830.6,0,35540560,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Astral Resources NL is a mining exploration company. The Company focuses on theexploration of gold and evaluating its portfolio of projects in order toidentify and to maximize value for shareholders. Astral Resources NL owns andoperates Mandilla Gold and other gold projects in Western Australia.
2590276D AU Equity,ASTRON CORP LTD-CDI,,12216920,125003064,,CDI,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,"Astron Corp Ltd. produces and processes zircon and baddeleyite into zirconiumspecialty chemicals and associated products and technologies through its primaryoperations in China.  The Company's end products include pigments, inks,leather tanning, heat exchangers and ceramics and television glass."
ATR AU Equity,ASTRON LTD,172737472.1,12216920,125003064,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth,"Astron Limited is a mining and processing company. The Company specializes inrare earth and mineral sands processing, technology, and downstream productdevelopment, as well as the marketing and sale of zircon and titania products.Astron serves customers in Australia and China."
AHN AU Equity,ATHENA RESOURCES LTD,11329785.02,0,13186090,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Athena Resources Limited of Australia explores for nickel sulfide and gold inAustralia.
1914328D AU Equity,ATLANTIC GOLD PTY LTD,,0,30607320,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Atlantic Gold Proprietary Limited is a gold exploration company. The Company isnow focused on the exploration and development of the Touquoy Gold Project andthe Cochrane Hill Gold Deposit in Nova Scotia, Canada."
ALL LN Equity,ATLANTIC LITHIUM LTD,71191704.57,683218,41186220,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium,Atlantic Lithium Limited operates as a mining company. The Company focuses onlithium exploration and development to support the global transition to acarbon neutral future.
ATI AU Equity,ATLANTIC LTD,,4244000,6332000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Atlantic Ltd provides minerals resource mining services. The Company offersiron ore mining, geological studies, and resource exploration services.Atlantic serves customers in Australia."
KAS AU Equity,ATLANTIC TIN LTD,,0,8375017,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Atlantic Tin Ltd provides mining services. The Company offers tin resource,abundant renewable power potential, and other mining services. Atlantic Tinserves customers in Australia."
AGO AU Equity,ATLAS IRON LTD,,546819000,379944000,,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,Atlas Iron Limited is an iron ore producer with mining operations primarilylocated in Western Australia. The Company also has gold and base metal miningoperations.
ATU AU Equity,ATRUM COAL LTD,,0,7136643,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,"Atrum Coal Limited operates as a coal exploration company. The Companydevelops, mines, and produces coal. Atrum Coal serves customers in Australia."
ATE AU Equity,AUCTUS RESOURCES PTY LTD,,0,41360000,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Atherton Resources Ltd (ATE) is a mining company. The Company explores,develops, and produces copper, gold, zinc, and other metals. ATE servescustomers in Australia."
ACP AU Equity,AUDALIA RESOURCES LTD,19803404.78,0,12395569,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Audalia Resources Ltd. is a mineral exploration and production company. TheCompany is a lead, zinc and copper exploration company with interests inexploration licences and applications for exploration licences (Tenements), in abase metal province in Western Australia."
AUG AU Equity,AUGUSTUS MINERALS LTD,7477642.876,,13866865,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,"Augustus Minerals Limited operates as a multi minerals exploration company. TheCompany focuses on exploring for rare earths, lithium, copper-gold, andnickel-copper-PGE's in a large tenement package located in the GascoyneProvince of Western Australia."
